,product_id,product_name,aisle_id,department_id,prices
293,294,Minis Original Saltine Crackers,78,19,4.9
302,303,"Candy, Original",45,19,4.3
303,304,Dry Roasted Pistachios,117,19,4.6
309,310,"Crackers, Puffed, Corn, Quinoa & Sesame",78,19,5.3
323,324,Strong & Kind Roasted Jalapeno Almond Protein Bar,3,19,5.0
330,331,Organic Lemon Gingersnap,61,19,2.5
331,332,Raspberry Fig Bars,3,19,5.0
354,355,Ground Flaxseed With Mixed Berries,117,19,3.3
362,363,Water Crackers Original All Natural,78,19,3.2
369,370,Chocolate Caramel Whey Protein Bar,3,19,4.7
381,382,Sugar Free Mint Patties,45,19,5.8
386,387,Chocolate Brownie Flavor Protein Bar,3,19,4.6
397,398,Organic Hard Candy Blood Orange and Honey,45,19,5.3
405,406,Vanilla Almond Protein Bar,3,19,6.3
408,409,Original Bite Size Candies Natural & Artificial Flavors Fun Size,45,19,2.6
421,422,Mix-Up Flamin' Hot & Cheezy Mix Flavored Snack Mix,107,19,1.7
432,433,Organic Whole Granulation Roasted Buckwheat Groats,107,19,4.0
434,435,Dark Chocolate Raisins,50,19,4.7
438,439,Crispy Cinnamon Pear Chips,50,19,4.4
444,445,Almond Honey Protein+ Bar,3,19,6.7
448,449,Chips Ahoy! Chewy Cookies,61,19,6.5
465,465,100% Natural Just Peaches,50,19,5.7
490,490,Gin Gins Candy,45,19,6.1
508,508,Freeze-Dried Edamame Veggie Snack,50,19,2.8
512,512,Multigrain Pop Cakes,107,19,2.5
532,532,Unsalted Pretzel Round,107,19,6.0
543,543,Rice & Bean Snack Chips With Adzuki Beans Chipotle Cheese,107,19,5.7
549,549,Cranberry Almond Fruit Clusters Dried Cranberries,125,19,6.6
559,559,Cookie Chips Crunchy Dark Chocolate Chocolate Chip Cookies,61,19,2.6
569,569,Golden Cupcakes 8 Pack,61,19,3.7
574,574,Crunch Vanilla Sugar Mini Cookies,61,19,1.7
576,576,Vanilla Sugar Cookies,61,19,4.3
585,585,Pretzel Thins Parmesan Herb Crackers,78,19,5.7
590,590,Almonds Roasted and Salted,117,19,3.4
594,594,Gluten Free Peanut Butter Berry  Chewy With A Crunch Granola Bars,3,19,1.6
615,615,Supreme Pretzel Crackers,107,19,3.8
619,619,Spanish Peanuts,117,19,6.5
622,622,Fudge Brownies with English Walnuts,61,19,4.3
623,623,Fun Size Snacks,45,19,3.2
627,627,Low Fat Honey Graham Crackers,61,19,3.1
630,630,Snack Size Candy,45,19,3.6
631,631,Original Puffcorn,107,19,2.6
635,635,Little Bites Snickerdoodle Muffins,61,19,5.0
650,650,Pop'n Hot! Vegan Broccoli Poppers,50,19,6.3
657,657,"Nutrition Bar, Raw Organic, Pineapple Almond + Raw Protein",3,19,3.2
658,658,Keebler Sandies Cashew 12.8 Oz,61,19,4.1
675,675,"Thin Cakes, Puffed Multigrain",78,19,5.6
678,678,Original Minis Pretzel Chips,107,19,2.3
681,681,Whole Wheat Mini Toasts,78,19,2.9
683,683,Town House Sea Salt & Olive Oil Flatbread Crisps,78,19,5.6
701,701,Blueberry Blast Bar,3,19,6.6
709,709,Soft Eating Mango Flavor Liquorice,45,19,2.3
723,723,Movie Theater Butter Pop Corn,23,19,2.7
726,726,Gluten-Free Boom Chicka Pop Sweet & Spicy Popcorn,23,19,2.8
729,729,Superfood Bar Goji Acai Organic,3,19,4.7
733,733,Cinnamon Pop'ettes,61,19,3.1
739,739,Gourmet Australian Style Liquorice,45,19,5.9
749,749,Dark Chocolate Bar 68% Cacao,45,19,4.1
756,756,Malt Vinegar & Sea Salt Kettle Cooked Potato Chips,107,19,2.0
760,760,Cracker Trio Selected Favorites,78,19,2.8
764,764,Classic Butter Microwave Popcorn,23,19,4.2
771,771,Butter Flavor Pan Popcorn,23,19,5.2
775,775,Organic Dried Cranberries,117,19,5.2
776,776,Fruit Salad Gummi Candy,45,19,2.8
796,796,Chocolate Reese's Peanut Butter Cup Creme Oreo,61,19,5.6
822,822,Spicy Jalapeno Ranch Popcorn,23,19,2.8
833,833,Hearts Assortment,45,19,2.4
840,840,Coco Joe Pumpkin Seeds,117,19,4.1
841,841,Thick Cut Italian 7-Herb Blend Crispbreads,78,19,2.1
851,851,Chile Con Queso Potato Crisps,107,19,5.1
866,866,Flavor & Fiber Banana Walnut Bar,3,19,4.5
869,869,Organic Mango Mania ZFruit and Veggie Rope,3,19,2.2
870,870,Just Fruit Salad,50,19,2.7
883,883,Peanut Butter Chocolate Chip Bar,3,19,3.8
900,900,"Fava Crisps, Santa Barbara Ranch",107,19,1.7
901,901,Dark Chocolate Peanut Candy,45,19,4.8
902,902,"Baked Rice Crisps, Sour Cream & Wasabi, Medium",78,19,2.7
903,903,Gluten Free Sugar Cones,103,19,5.0
917,917,All Time Great's Candy Assortment,45,19,2.2
919,919,Apricot Fruit Roll,50,19,5.3
921,921,Black Salt Caramel Dark Chocolate Bar,45,19,5.6
936,936,Butterfinger Smooth & Crunchy Peanut Butter Cups,45,19,4.1
939,939,Annie's Bunny Fruit Snacks Variety,50,19,2.5
954,954,Simple White Down East Crackers,78,19,3.6
955,955,Cheddar Chex Mix,125,19,3.9
974,974,Organic 54% Cocoa Dark Chocolate Bar,45,19,4.4
983,983,Strawberry Pomegranate,3,19,3.0
985,985,Peanut Butter Bars,3,19,6.4
988,988,Cranberrry  Almond Soft & Chewy Granola Bar,3,19,6.3
996,996,Honey Cinnamon Nut-Thins  Crackers,125,19,3.2
1008,1008,Red Rice Crackers,78,19,6.1
1021,1021,Ready to Eat Organic Flax Chia Blend,117,19,1.8
1058,1058,Pure Butter Shortbread Scottie Dogs,61,19,1.7
1065,1065,Freshmints,46,19,4.3
1072,1072,Mini Treats Pretzels,107,19,5.5
1078,1078,French Vanilla Creme Protein Energy Bars,3,19,1.6
1106,1106,Cranberry Almond Plus Antioxidants 1.4 oz Fruit & Nut Bars,3,19,2.6
1128,1128,Chocolate Chip Granola Bars,3,19,3.2
1129,1129,Organic Family Recipe Chocolate Chip Cookies,61,19,6.6
1131,1131,70% Dark Chocolate,45,19,4.8
1139,1139,Whole Wheat Fresh Stack Crackers,78,19,2.7
1143,1143,Kettle Corn Popcorn Chips,78,19,5.4
1155,1155,Black Olive Walnut Bar,3,19,3.7
1179,1179,Polar Ice Sugar Free Gum,46,19,5.3
1182,1182,Chile Limón Flavored Potato Chips,107,19,1.6
1192,1192,100% Organic Simple Seed Mix,117,19,3.0
1209,1209,Pecan Sandies Simply Sandies,61,19,3.5
1211,1211,Bites Cherry Candy,45,19,5.7
1232,1232,Thin Stackers Organic 5 Grain Puffed Grain Cakes,78,19,1.8
1236,1236,Chocolate Mint Cookie Crunch Energy Bar,3,19,4.6
1237,1237,Sugar Free Hot Fudge Topping,103,19,3.2
1256,1256,Mini Strawberry Donuts,61,19,6.8
1262,1262,The Big Cheez Ultimate Cheddar Microwave Popcorn,23,19,2.3
1264,1264,Pitted Prunes with Orange Essence,117,19,1.7
1284,1284,Organic Dried Cranberries Apple Sweetened,117,19,3.5
1307,1307,"Tortilla Chips, Yellow Corn",107,19,1.6
1313,1313,Tortilla Strips Restaurant Style,107,19,3.4
1314,1314,Pretzel,45,19,2.4
1328,1328,"Nutrition Bar, Dark Chocolate Pomegranate",3,19,6.7
1329,1329,Spiced Pumpkin Pie Energy Bar,3,19,5.8
1351,1351,O'Coconut Lightly Sweetened Coconut Treat Classic,45,19,5.2
1354,1354,Honey Roasted Peanuts,117,19,4.1
1364,1364,Organic Vanilla Chip Chewy Granola,3,19,4.2
1370,1370,Peanut Butter Chocolates,45,19,2.9
1371,1371,Flip Sides Pretzel Crackers,78,19,6.3
1378,1378,Dark Mint Chocolate Chip Protein Bars,3,19,3.7
1391,1391,Town House Light & Buttery Original Oven Baked Crackers,78,19,2.8
1405,1405,Kids Soft and Chewy Candy,45,19,2.7
1418,1418,Nutri-Grain Crunch Chocolatey Chip Breakfast Bars,3,19,5.2
1419,1419,Spring Vanilla Cup Cake,61,19,2.7
1426,1426,Lemon Zest,3,19,6.7
1430,1430,Dry Roasted  Unsalted Peanuts,117,19,2.1
1437,1437,Skinny Girl Microwave Butter Popcorn,23,19,2.6
1444,1444,Feng Shui Rice Crackers Hot Wasabi,78,19,7.0
1450,1450,Original Bobos Bites,3,19,5.9
1452,1452,Lean Protein & Fiber Bar Honey Drizzle Peanut,3,19,3.7
1454,1454,Coconut & Almond Candy Bar,45,19,2.9
1460,1460,Restaurant Style Tortilla Rounds,107,19,3.0
1473,1473,Soft Frosty Lemon Cookies,61,19,2.8
1476,1476,Gummi Bears,45,19,5.9
1488,1488,Dried and Unsulfured Organic Pineapple,117,19,5.2
1497,1497,Soft Caramels,45,19,2.5
1510,1510,Movie Theater Butter Flavored Popcorn,23,19,6.7
1524,1524,Kettle Corn Popcorn,23,19,4.5
1526,1526,60% Dark Stone Ground Chocolate,45,19,5.8
1545,1545,"Healthy Grains Granola Bar, Vanilla Blueberry",3,19,3.7
1547,1547,Cookie Bites Chocolate Chip Cookies,61,19,5.6
1552,1552,Nibs Cherry Candy,45,19,6.0
1575,1575,"Melba Toast, Classic",78,19,2.7
1588,1588,7 Ancient Grains with Hint of Sea Salt Crackers,78,19,5.9
1590,1590,Hershey Dark Chocolate Pretzel Dips,107,19,2.2
1594,1594,Cheddar Bacon Mac & Cheese Flavored Potato Chips,107,19,1.8
1605,1605,Candy Dish Chocolate Assortment Candy Miniatures,45,19,2.4
1608,1608,Disney Frozen Graham Crackers,61,19,2.3
1610,1610,S'mores Soft Baked Bars,61,19,2.7
1621,1621,Organic Vitality Snack Chia Squeeze Strawberry Banana,117,19,1.7
1624,1624,Chocolate Cookies,61,19,6.3
1630,1630,Organic Chocolate & Cashew Live Food Bar,3,19,5.3
1635,1635,Whole Cashews,117,19,4.8
1644,1644,Minis Size Chocolate Candy Bars Variety Mix,45,19,2.4
1648,1648,Chocolate Chip 1.4 oz Packs Cookies,61,19,4.8
1649,1649,Pretzel Snaps Bonus Bag,107,19,5.8
1651,1651,Go Bites Chocolate Graham Crackers,78,19,4.2
1654,1654,Black Truffle,45,19,4.0
1657,1657,Kale & Quinoa Bites,50,19,3.9
1664,1664,Panama Extra Dark Chocolate,45,19,2.1
1669,1669,Simply Sea Salted Multigrain Snacks,107,19,4.0
1688,1688,Sea Salted Reduced Fat Potato Chips,107,19,3.7
1692,1692,Organic Fair Trade 73% Dark Chocolate Bar,45,19,3.1
1694,1694,Chunky Chocolate Chip Cookies,61,19,2.3
1700,1700,White Cheddar Popcorn,23,19,6.9
1705,1705,Disney Frozen Fruit Flavored Snacks,50,19,1.9
1712,1712,Pomegranate Blueberry Pistachio Plus Antioxidants Fruit & Nut Bar,3,19,6.9
1731,1731,Terra Dolce Chiles Anchos,50,19,6.8
1744,1744,Mint Chocolate Chip Protein Bar,3,19,4.9
1747,1747,Teriyaki Beef Jerky,23,19,3.3
1763,1763,Toasted Cheddar Ritz Chips,107,19,4.9
1770,1770,Dark Chocolate Mint Candy,45,19,4.9
1782,1782,Dark & Mint Filled Chocolate Squares,45,19,1.8
1784,1784,NUTrition Protein Mix Blueberry Nut,117,19,6.6
1790,1790,White Chocolate Peppermint,45,19,5.8
1801,1801,Pomegranate Blueberry Pistachio Plus Antioxidants 1.4 oz Fruit & Nut Bars,3,19,6.0
1803,1803,Original Bagel Crisps Roasted Garlic,107,19,2.7
1804,1804,Baked White Cheddar Cheese Puffs,107,19,3.6
1812,1812,Sourdough Tomato Basil Cracker,78,19,4.9
1823,1823,Soft Eating Strawberry Flavored Licorice,45,19,2.1
1829,1829,Mint 72% Raw Cacao Chocolate Bar,45,19,5.2
1846,1846,BoomChocoBoom Gluten Free Ricemilk Crunch Bar,45,19,3.0
1861,1861,Sugar Ginger Snaps,61,19,3.6
1864,1864,Mini Crunchy Vanilla Cookies,61,19,3.7
1865,1865,"Cookies, Ginger Snap",61,19,2.5
1872,1872,Chewy Sandwich Peanut Butter & Chocolate Chip Granola Bars,45,19,3.2
1880,1880,Olive Oil Rosemary Kettle Chips,107,19,5.2
1888,1888,Reduced Sugar Dried Cranberries,50,19,3.2
1894,1894,Gluten Free Arrowroot Cookies,61,19,2.0
1917,1917,Citrus Grove Vitamin C Drops,45,19,4.3
1930,1930,Chili & Lime All Natural Cantina Chips Organic,107,19,4.1
1935,1935,Whole Wheat Cookies Dark Chocolate,61,19,4.9
1941,1941,Sea Salt And Vinegar Roasted Corn,107,19,2.0
1965,1965,Classic Baked Snack Crackers,78,19,2.5
1973,1973,King Size Milk Chocolate Candy,45,19,3.7
1977,1977,Macrobar with Granola And Coconut,3,19,3.7
1989,1989,Hard Candy Original Flavors Candy,45,19,2.0
1990,1990,Mellowcreme Pumpkins Candy,45,19,2.4
2013,2013,Sugar Free Chocolates,45,19,5.7
2023,2023,Organic Stawberry Shortcake Sandwich Cookies,61,19,4.1
2026,2026,Traditional Multipack,125,19,5.5
2034,2034,Kettle Cooked 40% Less Fat Original Potato Chips,107,19,3.2
2047,2047,Fudge Sticks Jumbo Peanut Butter Cookies,61,19,3.5
2052,2052,"Potato Chips, Organic, Sea Salt",107,19,3.8
2060,2060,Alphabet Cookies  Cinnamon Graham,61,19,3.6
2067,2067,Plus Cranberry Almond + Antioxidants with Macadamia Nuts Bar,3,19,5.5
2074,2074,Sea Salt Melba Snacks,78,19,5.3
2087,2087,"Crunchy Kale, Naked",107,19,2.5
2091,2091,Almond Nut & Rice Cracker Snacks,78,19,6.8
2107,2107,Caramel Apple Filled Hard Candies,45,19,4.2
2130,2130,Wasabi Peas,50,19,2.6
2144,2144,Doritos,107,19,6.8
2148,2148,Water Crackers,78,19,3.0
2161,2161,Organic Gourmet Hazelnut & Fig Raw Chocolate Bark,45,19,2.0
2163,2163,Organic Jammy Sammy Blueberry & Oatmeal Sandwich Bars,50,19,5.8
2167,2167,Salt & Pepper Salmon Bar,3,19,2.5
2176,2176,Redenbacher Plain,23,19,4.8
2179,2179,Crispy Mango Fruit,117,19,3.4
2191,2191,Cosmic Maple Masala Pecans,117,19,1.8
2200,2200,Grape Licorice Twists,45,19,2.1
2204,2204,Milk Chocolate Dipped Marshmallows - 3 CT,45,19,4.3
2206,2206,Crunch Mixed Nuts & White Chocolate Bar,3,19,5.1
2224,2224,Mojo Bar® Dark Chocolate Almond Coconut,3,19,4.3
2226,2226,SunChips Mix variety,107,19,3.5
2227,2227,Family Recipe Oatmeal Chocolate Chip Cookies,61,19,1.9
2248,2248,Variety Pack Granola Bars,3,19,4.1
2250,2250,Milk Chocolate Giant Candy Bar,45,19,2.9
2253,2253,Craisins Dried Cranberries Cherry Juice Infused,117,19,6.7
2260,2260,Rice Thins Rice Cakes Wholegrain,78,19,5.3
2269,2269,"Turkey Bar, Almond + Cranberry",3,19,3.4
2273,2273,Sweet Mint Gum,46,19,4.8
2274,2274,Mammoth Pecan Halves,117,19,5.9
2282,2282,"Macaroons, Dark Cacao",61,19,5.1
2302,2302,Cheddar + Roasted Tomato Baked Potato Chips,107,19,5.9
2308,2308,Bubblemint Gum,46,19,4.0
2325,2325,Hippie Hemp Truffles,45,19,5.1
2327,2327,Gourmet Naturals Classic Butter & Sea Salt Microwave Popcorn,23,19,3.0
2339,2339,Organic Himalayan Sweetness Popcorn,23,19,2.1
2356,2356,Sponge Bob Square Pants Fruit Snacks,50,19,3.3
2362,2362,"Pretzel Sticks, Thin",107,19,3.8
2363,2363,Brownie Chocolate Chip Mini Cake,61,19,2.8
2368,2368,Vegan Oatmeal Raisin Cookies,61,19,2.1
2369,2369,Brownie Brittle Toffee Crunch,45,19,3.3
2370,2370,Parmesan & Garlic Kettle Chips,107,19,5.1
2377,2377,Mister Salty Pretzels & Cheese Dip Handy Snacks,78,19,5.4
2378,2378,French Butter Cookies Coated in Dark Chocolate,61,19,5.2
2385,2385,Onion Garlic Brown Rice Snaps,78,19,1.9
2390,2390,Pita Crisps Simply Naked,107,19,3.6
2407,2407,Mild Smoked Snack Sticks,23,19,5.7
2409,2409,Oreo Mini 20 Count Multipack 20oz,61,19,2.7
2415,2415,Sweet And Simple Sugar Cookies,61,19,5.6
2421,2421,Organic Jelly Beans,45,19,2.1
2434,2434,Caramel Flavored Sundae Syrup,103,19,4.8
2451,2451,Toasty Crackers Peanut Butter Sandwich Crackers,78,19,5.7
2458,2458,Peppermint Gum,46,19,3.9
2463,2463,P3 Turkey Cheese Almonds,125,19,2.5
2480,2480,Organic 85% Cacao Dark Chocolate Bar,45,19,2.2
2482,2482,Protein Bar Lemon Cream Pie,3,19,4.8
2484,2484,"Organic Kiwi, Banana, & Apple with Super Grain Salba",50,19,5.0
2491,2491,Star Crunch,61,19,2.1
2506,2506,Fig Bars Multigrain,61,19,5.9
2508,2508,The Complete Cookie White Chocolate Macadamia,61,19,3.7
2517,2517,Vanilla Animal Cookies,61,19,7.0
2524,2524,Stax Sour Cream & Onion Potato Crisps,107,19,2.0
2526,2526,"Peanuts, Extra Large Gourmet Virginia, Salted",117,19,5.5
2529,2529,"Tortilla Sticks, Veggie",107,19,3.8
2553,2553,Rosemary Flatbread Kamut,78,19,3.5
2576,2576,Organic Gluten-Free Teriyaki Beef Jerky,23,19,4.6
2580,2580,"Beef Jerky, Grass-Fed, Spicy",23,19,5.2
2600,2600,Sugarfree Mint Flavor Gum,46,19,6.3
2606,2606,Mr. Goodbar Milk Chocolate with Peanuts Candy Bar,45,19,2.3
2619,2619,High Protein Bars Lemon Delight,3,19,3.1
2623,2623,Mini Original Water Crackers,78,19,1.8
2626,2626,Roasted Walnut Pecan Caramel Marshmallows,45,19,5.8
2631,2631,Blueberry Figgies & Jammies,61,19,5.6
2640,2640,White Cheddar Crackers,78,19,6.6
2661,2661,Key Lime Pie Fruit & Nut Food Bar,3,19,6.8
2674,2674,Chocolate Chip & Pecan Cookies,61,19,4.2
2689,2689,Baked Lentil Cracked Pepper Chips,107,19,2.0
2696,2696,Gluten Free Chocolate Brownies,61,19,4.9
2708,2708,Fruit By the Foot Variety Pack,50,19,4.5
2714,2714,Handi-Snacks Ritz Crackers 'n Cheese Dip,78,19,1.6
2732,2732,Gluten Free Pretzel Sticks,107,19,4.6
2733,2733,Super Hip Chocolate Chip,3,19,4.6
2743,2743,Organic Almonds Sprouted In Orange Juice,117,19,3.6
2754,2754,Sweet Potato and Roasted Onion Brown Rice and Wheat Crackers,78,19,4.7
2756,2756,Pecan Nut Cakes,78,19,6.2
2760,2760,Organic Apple Cinnamon Banana Bites,50,19,5.0
2773,2773,Parmesan Garlic + Herb Pita Chips,107,19,6.0
2783,2783,Traditional Crostini,78,19,6.7
2800,2800,Roll Fruit Rolls Candy,45,19,4.9
2809,2809,Vegan Oatmeal Chocolate Chip Cookies,61,19,2.0
2826,2826,Blue Corn Chip Bowls,107,19,2.6
2842,2842,Gluten Free Hazelnut Wafers,78,19,3.2
2843,2843,Pumpkin Popem,61,19,3.9
2853,2853,Organic Blueberry Hemp Superfood Snack,117,19,2.5
2854,2854,King Size Peanut Butter Cups Candy,45,19,3.9
2857,2857,Chocolate Almond Raisin Nutrition Bar,3,19,5.3
2864,2864,Freeze-Dried Asian Pear Crispy Fruit,117,19,5.0
2868,2868,Pure Butter Shortbread Highlanders,61,19,5.8
2881,2881,Gluten Free Ancient Grain Simply Sea Salt Crisps,107,19,3.2
2890,2890,Reduced Fat Sour Cream & Onion Potato Chips,107,19,4.8
2898,2898,Greek Yogurt Strawberry Protein Chewy Bars,3,19,5.8
2926,2926,Savory Teriyaki Rice Thins,78,19,3.7
2933,2933,"Crunchy, Cocoa Dusted Banana Chips",50,19,5.7
2951,2951,Chocolate Sea Salt Stars Shortbread Cookies,61,19,6.7
2959,2959,Freeze Dried Crispy Cantaloupe,117,19,2.6
2963,2963,Lemon Shortbread Cookies,61,19,4.1
2973,2973,Lexington Milk Chocolate Toffee Almond Crispy Cookies,61,19,5.4
2978,2978,Organic Coconut & Agave Nectar Live Food Bar,3,19,2.0
2988,2988,Special K Fudge Mini Brownies,61,19,7.0
2992,2992,Coco-Roons Vanilla Maple,61,19,5.7
2995,2995,Plusbar Protein Peanut Butter Chocolate Bar,3,19,3.2
3000,3000,Milk Chocolate Speck-tacular Eggs,45,19,4.8
3012,3012,Flings Original,107,19,6.0
3023,3023,Club & Cheddar Sandwich Crackers,78,19,6.2
3035,3035,"Mints, Sugar Free, Pep O Mint",46,19,1.7
3061,3061,Swiss Rolls,61,19,5.6
3076,3076,Cinnamon Flavor Freshly Popped Rice Cakes,78,19,3.5
3082,3082,Peanut Butter M&Ms Milk Chocolate Candies,45,19,6.3
3083,3083,85% Dark Chocolate Bar,45,19,2.5
3085,3085,Cf Hny Almnd Granola 11,117,19,3.0
3092,3092,Sour Cherry Sour Licorice Twists,45,19,3.5
3102,3102,"Potato Chips, Reduced Fat, Unsalted",107,19,4.6
3109,3109,Onion Flavored Bissli,107,19,5.2
3113,3113,Bite Size Crisps,78,19,4.3
3116,3116,Organic Blue Tortilla Chips,107,19,1.8
3135,3135,Garlic & Herb Water Crackers,78,19,6.1
3143,3143,Organic Seaweed Black Sesame Super Seed Crackers,78,19,6.3
3145,3145,Plain Sweet Potato Chips,107,19,6.4
3165,3165,Sea Salt Toffee 31% Cacao Milk Chocolate Bar,45,19,3.7
3189,3189,Caramel Lovers Variety Candy Bars,45,19,5.4
3195,3195,Kit Kat Minis White Pouch,45,19,5.7
3205,3205,Original Pure Chocolate Whippet Cookies,61,19,2.8
3206,3206,Organic Chewy Granola & Seed,3,19,2.8
3223,3223,Garden Veggie Chips Sour Cream & Onion,107,19,6.6
3235,3235,Sriracha Flavor Tortilla Chips,107,19,5.7
3236,3236,Lemon Poppy Seed Muffins,117,19,5.7
3260,3260,Chips Ahoy!/Nutter Butter/Oreo Cookies,61,19,1.7
3271,3271,Bar-B-Q Jumbo Sunflower Seeds Roasted & Salted,117,19,6.1
3282,3282,Chips Ahoy! Original Chocolate Chip Cookies,61,19,5.9
3283,3283,Peanut Butter Creme Cookies,61,19,5.0
3291,3291,Gluten Free Chocolate Chip Quinoa Cookies,61,19,3.6
3312,3312,Deluxe Pistachio Mix Mixed Nuts,117,19,3.3
3326,3326,"Chocolate Candies, Peanut",45,19,4.0
3330,3330,White Cheddar Snack Crackers Cheddar Bunnies,78,19,6.4
3335,3335,Organic Dark Chocolate,45,19,1.6
3349,3349,Naturals White Cheddar Cheese Multigrain Cheese Puffs,107,19,3.5
3350,3350,Black Licorice Nibs,45,19,6.0
3351,3351,Fiesta Mix Snacks,107,19,4.3
3362,3362,Strawberry Cheesecake Protein Bar,3,19,5.2
3365,3365,Salted Caramel Sweet & Simple Cookies,61,19,6.3
3367,3367,Peppermint Mint Roll,46,19,3.6
3368,3368,Fat Free Mini Pretzel Thins,107,19,3.8
3374,3374,Sweet Potato,78,19,3.8
3392,3392,Rainbow Peppercorns,23,19,1.7
3395,3395,Dark Chocolate 72% Cacao,45,19,3.3
3397,3397,Organic Lightly Salted Sea Salt Thin & Crispy Restaurant Style Tortilla Chips,107,19,2.2
3398,3398,Dark Chocolate with Whole Hazelnuts,45,19,1.8
3411,3411,Peanut Caramel Candy Bars,45,19,3.4
3417,3417,Chocolate Creme Cookies,61,19,5.0
3424,3424,Pretzel Toffee Twirl Dark Chocolate,45,19,6.4
3441,3441,Starlight Mints,46,19,4.5
3462,3462,Animals Crackers Cookies,61,19,3.0
3465,3465,Luau Barbeque Potato Chips,107,19,3.8
3466,3466,70% Dark Chocolate With Orange Bar,45,19,3.6
3470,3470,Newtons Triple Berry Fruit Chewy Cookies,61,19,4.5
3486,3486,Cinnamon Graham Crackers,78,19,4.5
3495,3495,Creamy Caramel Filled Hard Candies,45,19,6.8
3509,3509,Dark Chocolate Coconut Bites,3,19,2.7
3523,3523,"Dark Chocolate, Firecracker, 60% Cacao",45,19,5.6
3543,3543,Sriracha Roasted Broad Beans,107,19,4.9
3549,3549,Magic Shell Caramel Flavored Topping,103,19,2.7
3554,3554,Sea Salt Organic Popcorn,23,19,2.2
3564,3564,Jumbo Flaming Hot Cheetos,107,19,2.7
3567,3567,Apple Mango Passion Fruit Fruit Snack,50,19,3.7
3568,3568,"Quinoa Cluster, Almond",125,19,2.1
3582,3582,Organic Ground Chia Seed,117,19,6.8
3599,3599,Baked Aged White Cheddar Rice and Corn Puffs,23,19,6.5
3602,3602,Cherry Juice Infused Craisins,117,19,2.5
3606,3606,Red Velvet Cream Cheese Flavor Cookies,61,19,4.5
3615,3615,Real Vegetable Chips Original,107,19,4.9
3617,3617,Jacked Ranch Dipped Hot Wings Tortilla Chips,107,19,6.9
3625,3625,"Original, Hummus Chips",107,19,6.1
3634,3634,Krinkle Cut Classic Barbecue Potato Chips,107,19,4.7
3661,3661,S'mores Luna Bar,3,19,6.8
3663,3663,Mango Coconut Chia Squeeze Vitality Snack,117,19,4.2
3678,3678,Old Fashioned Pretzel Rods,107,19,6.6
3684,3684,Gluten Free Ancient Grain Aged Cheddar Crisps,61,19,2.3
3688,3688,Sea Veggies Seaweed Snack Sea Salt,50,19,6.8
3692,3692,Michael Recchiuti Burnt Caramel Sauce,103,19,5.4
3693,3693,Cheese Cracker Sandwiches,78,19,3.8
3696,3696,Original Baked Snack Crackers,78,19,4.2
3702,3702,Mango Chips,50,19,4.4
3714,3714,Almond Thins Almond Butter Cookies,61,19,5.2
3725,3725,Salted Caramel Peanuts,117,19,6.4
3737,3737,Kids Mixed Berry Twisted Fruit,50,19,6.8
