,product_id,product_name,aisle_id,department_id,prices
252,253,Organic Vegetable Greens & Greens Juice Blend,31,7,4.2
256,257,Key Lime Soda,77,7,2.5
265,266,Rio Berry,64,7,2.6
276,277,Diet Root Beer,77,7,5.4
278,279,Everyday Detox Dandelion Tea,94,7,2.2
280,281,Chai Tea Bags,94,7,6.2
286,287,Turkey,96,20,11.3
288,289,100% Juice No Sugar Added Fruit Punch,98,7,1.1
289,290,Organic Peppermint Lemonade,31,7,9.3
297,298,Brisk With Lemon Iced Tea,94,7,1.4
298,299,Organic Apple Spinach Kale Coconut Water Superjuice,98,7,12.7
333,334,Sparkling Raspberry Lemonade Water Beverage,115,7,5.9
334,335,Blueberry Kombucha,31,7,13.7
335,336,Black Currant Kombucha,31,7,3.5
344,345,Extra Strength Berry,64,7,3.4
347,348,Super Slimming Herbal Tea,94,7,10.6
349,350,Mixed 12 Pack Lion's Share Ale,27,5,2.6
352,353,Tzatziki Greek Yogurt Dip,67,20,12.1
358,359,Deli Thin-Sliced Honey Ham,96,20,1.5
370,371,Juniper Berry Soda,77,7,13.7
373,374,Sliced Kosher Salami,96,20,4.2
378,379,Super Dry Beer,27,5,10.1
384,385,Liquid Drink Mix Blackberry Lemonade,90,7,12.4
398,399,Organic Strawberry Lemon-ade,31,7,11.4
402,403,Ultra Thin Pastrami,96,20,4.9
409,410,Holiday Sugar Plum Spice Herbal Tea,94,7,7.0
419,420,International Cafe French Vanilla Mix,26,7,5.1
429,430,Born Yesterday Pale Ale,27,5,3.5
446,447,"Tea, Superflower, Hibiscus, Blueberry, Caffeine-Free, Bags",94,7,3.3
451,452,Sleepytime Sinus Soother Herbal Tea,94,7,10.3
452,453,Hummus Wrap,13,20,1.4
455,456,Sparkling Blueberry,77,7,13.1
459,460,Acai Dragonfruit Melon Green Tea,94,7,4.7
464,464,Liquid Water Enhancer Peach Green Tea With Ginseng & Honey,90,7,9.3
470,470,Lite Beer,27,5,7.7
471,471,Half 'n Half Lemonade Tea,94,7,14.1
475,475,Organic Reposado Tequila,124,5,1.6
479,479,Most Wanted Cabernet Sauvignon Red Wine,28,5,12.1
483,483,"\""Constant Comment\"" Decaffeinated Black Tea Blend",94,7,5.6
488,488,Organic Orange Turmeric Juice,31,7,13.5
519,519,Antioxidant Infusions Brasilia Blueberry,31,7,13.0
522,522,Coffee Liqueur,124,5,9.9
530,530,7UP,77,7,6.7
544,544,Classic Original Hummus,67,20,4.9
551,551,"Riesling, Mosel, 2014",62,5,10.8
554,554,Turkey Chili,1,20,6.8
560,560,Tea Temples Green Tea With Mint,94,7,9.6
561,561,Smoke Roasted Wild Sockeye Asian Sesame Salmon,15,12,18.8
567,567,Malbec Red Wine,28,5,7.2
580,580,Washington State Merlot,28,5,9.7
598,598,Cabernet Sauvignon California,28,5,14.4
608,608,Sparkling Lemon Seltzer Water,115,7,12.3
611,611,Uncured Hard Salami,96,20,8.9
616,616,Silken Tofu,14,20,3.3
618,618,Apple Sparkling Juice Beverage,98,7,13.8
628,628,Fresh Oj,98,7,13.7
639,639,Green Berry Rush Juice Drink,98,7,6.6
646,646,Organic Fruit Punch,98,7,4.5
649,649,Classic coke,77,7,5.7
659,659,Zero Strawberry Lemon,115,7,14.0
663,663,Pico De Gallo,67,20,10.3
665,665,Imitation Crabmeat,15,12,19.9
677,677,Peach Aloe Vera Drink,98,7,8.1
687,687,Cocktail Time Hummus,67,20,12.1
692,692,Skirt Steak,122,12,20.7
693,693,Tropical Brain Toniq,64,7,5.7
695,695,Diet Dr Pepper Bottles,77,7,11.8
700,700,Jet Fuel Dark Roast Whole Bean Coffee,26,7,5.0
712,712,Direct Trade El Diablo Dark Roast Whole Bean Coffee,26,7,7.1
714,714,Breakfast Blend Light Roast K-Cup Packs,26,7,11.9
721,721,Sweet Chai of Mine Chai Tea Bags,94,7,6.7
731,731,Wild Mushroom Vegetarian Quarter Loaf,14,20,12.3
734,734,Salame All Natural Uncured Pepperoni,96,20,7.6
736,736,"Beer, IPA",27,5,10.7
757,757,Premium Deli Hard Salami,96,20,4.8
762,762,100% Columbian Coffee,26,7,5.6
763,763,Lemonade Flavor Drink Mix,90,7,4.8
778,778,All Natural Homestyle California Lemon Limeade,31,7,8.8
782,782,"85% Lean, 15% Fat Ground Turkey (013021)",49,12,12.1
785,785,Get Lost Weight Loss Tea,94,7,4.3
788,788,XXX Acai Blueberry Pomegranate,64,7,4.6
792,792,Organic Pasteurized Apple Juice,98,7,8.7
802,802,Organic Super Berry Juice,31,7,9.1
806,806,100% Cranberry Juice Blend,98,7,4.4
808,808,Wild Raspberry Hibiscus Caffiene Free Herbal Tea Bags,94,7,13.9
809,809,Bolani Pumpkin Filled Flatbread,13,20,14.7
815,815,Orange Flavored Sports Drink,64,7,12.3
818,818,Micro Craft Beer,27,5,14.4
837,837,California Merlot,28,5,1.4
839,839,Glass Bottles,77,7,4.7
842,842,Sugar Free Fruit Juicy Red Drink Mix,90,7,2.5
844,844,Polska Kielbasa,106,12,12.8
855,855,Clamato Chelada Beer,27,5,11.2
858,858,"Pomegranate Coconut Sparkling Probiotic Drink, Organic",31,7,11.5
872,872,Power Greens,31,7,13.1
875,875,Ginger Berry Kombucha,31,7,9.4
880,880,Organic Smooth Move Chamomile Laxative Tea Bags,94,7,7.3
885,885,Lunchmakers Pizza Pepperoni with Nestle Crunch Bar,13,20,14.8
886,886,Whole Grain Salad with Roasted Pecans & Mango Vinaigrette,1,20,1.8
892,892,White Tea Lavender Probiotic Kefir Water No. 2,94,7,4.0
904,904,"Tofu, Gluten Free, Garlic Pepper",14,20,10.2
907,907,Premium Sliced Bacon,106,12,20.0
911,911,"Protein Shake, Organic, Banana Creme",64,7,8.9
916,916,Majestic Roast Ground Coffee,26,7,4.7
927,927,"Cabernet Sauvignon, Central Coast, 2011",28,5,9.8
933,933,Roarin' Waters Wild Cherry Water Beverage,98,7,10.7
935,935,Premium Apple Juice,98,7,3.1
941,941,Smoked Atlantic Nova Salmon,15,12,8.9
942,942,Echinacea & Elderberry Organic Herbal Tea,94,7,14.7
945,945,Fruit Punch Juice Drink,98,7,2.5
947,947,Cracker Crunchers Bologna with Nestle Butterfinger Bar LunchMakers,13,20,9.1
960,960,Villager Ipa,27,5,6.9
961,961,Grape Sunflower Butter Sunwiches,13,20,8.2
966,966,Pear Hard Cider,27,5,2.6
990,990,Diced Pancetta,96,20,13.6
995,995,Sausage Smoked Sweet German Brand,106,12,16.7
1005,1005,China Green Tips Green Tea,94,7,4.7
1011,1011,Cranberry Grape Cocktail,98,7,7.2
1012,1012,Black Tea English Breakfast K-Cups,94,7,8.1
1014,1014,Junior Juice Mixed Fruit Juice,98,7,5.4
1017,1017,Strawberry Banana Juice,31,7,4.1
1030,1030,Hop Devil IPA,27,5,4.1
1035,1035,Chamomile Citrus Caffeine Free Herbal Tea Artisan Whole Leaf Pouches,94,7,4.5
1057,1057,"Basil, Asiago & Pine Nut Pesto Ravioli",13,20,8.8
1062,1062,Fully Cooked Turkey Sausage Links,106,12,11.8
1068,1068,Pork & Duck Live Mousse With Port Wine Topped With Aspic,67,20,13.8
1071,1071,Pils,27,5,1.3
1073,1073,Carving Board Oven Roasted Turkey,96,20,10.1
1074,1074,German Bologna,96,20,8.2
1089,1089,"Coffee, Gourmet, All-Purpose Grind, Medium, 100% Colombian, Decaf",26,7,11.7
1093,1093,Iced Peach Tea,94,7,4.8
1096,1096,9.5 pH Super Hydrating Purified Water,115,7,9.9
1097,1097,Sonoma County Sauvignon Blanc,62,5,4.1
1098,1098,Organic Blackberry Blend Juice,31,7,3.0
1103,1103,Hickory Smoked Turkey Breast,96,20,2.0
1108,1108,Hummus Roasted Garlic,67,20,3.4
1112,1112,Peach Sparkling Energy Water,64,7,13.3
1114,1114,Half And Half Guayusa And Juice,31,7,3.3
1115,1115,Turkey Bologna,96,20,5.7
1117,1117,Turkey Bacon,106,12,21.6
1118,1118,Ginger Chia Kombucha,31,7,13.6
1137,1137,Cerveza Especial Imported Beer From Mexico,27,5,3.5
1138,1138,Pork Tenderloin,7,12,9.1
1149,1149,Fresh Blue Agave Gold Tequila,124,5,4.5
1150,1150,"AFC Sushi Spicy Salmon Roll Prepared In Store, Ready To Eat",13,20,1.0
1153,1153,Coho Salmon Fillet,39,12,16.9
1154,1154,Pomegranate Blueberry Sparkling Water,115,7,2.4
1160,1160,Pinot Grigio,62,5,4.5
1164,1164,Whole Bean Organic Kick Ass Coffee,26,7,12.6
1168,1168,"White Wine Winemaker's Blend California, 2010",62,5,6.5
1169,1169,Duke Medium Roast Cold Brew Coffee Concentrate,26,7,4.5
1172,1172,Organic Berry Fuel Energy Drink,64,7,14.5
1180,1180,Mesquite Uncured Salame,96,20,7.4
1185,1185,Energy Tropical Citrus Vitamin Water Drink,64,7,11.6
1190,1190,Tequila Reposado with Glass,124,5,3.0
1194,1194,Natural Artisan Water,115,7,5.3
1208,1208,Organic Roasted Dandelion Root Herbal Tea,94,7,4.1
1210,1210,G2 Thirst Quencher Grape Electrolyte Beverage,64,7,13.1
1212,1212,Coconut Nectar Elixir,31,7,7.2
1220,1220,Cherry Soft Drink,77,7,4.0
1227,1227,Organic Bold Original Cacao Superfood Drink,31,7,5.3
1235,1235,Refreshers Strawberry Lemonade Sparkling Green Coffee Energy Drink,98,7,4.9
1242,1242,On The Go Fruit Punch Drink Mix,90,7,13.6
1250,1250,Turkey Breast Oven Roasted,13,20,7.0
1253,1253,93% Lean Ground Beef,7,12,9.3
1254,1254,Cranberry Splash Diet Soda,77,7,12.7
1272,1272,Organic Raspberry Ginger,31,7,7.8
1290,1290,Tangerine Mango Passionfruit Juice,31,7,7.9
1305,1305,Vintner's Reserve Johannisberg Riesling,62,5,11.9
1312,1312,Pineapple Orange Juice,98,7,6.4
1315,1315,Orange Edition,64,7,11.9
1318,1318,Muscle Recovery Green Tea,94,7,14.2
1327,1327,Cherry Diet Soda,77,7,7.1
1345,1345,"Merlot, Alexander Valley, Sonoma County, 2009",28,5,10.4
1348,1348,Strawberry Banana Fruit Juice Smoothie,31,7,14.5
1350,1350,Sparkling Clementine Juice Beverage Blend,77,7,3.1
1352,1352,Lemon Lime Sports Drink,64,7,6.1
1361,1361,Nonfat High Protein Mixed Berry Kefir,31,7,13.2
1366,1366,Splash Berry Blend Juice,98,7,10.0
1367,1367,Traditional Roast Ground Coffee,26,7,11.6
1369,1369,"Sauvignon Blanc, California, 2011",62,5,11.5
1382,1382,Tequila Blanco,124,5,4.8
1384,1384,Mang-O-Rita Margarita With A Twist,27,5,4.3
1389,1389,Cranberry Grape 100% Juice Blend,98,7,4.7
1392,1392,Medium Salsa Organica,67,20,5.0
1393,1393,Diet Lemon Tea,94,7,3.1
1394,1394,Uncured Pepperoni Slices,96,20,13.8
1401,1401,Relax Riesling,62,5,14.2
1404,1404,Herba Tussin Tea Bags,94,7,2.4
1411,1411,"Hummus, Roasted Garlic",67,20,13.2
1427,1427,Berries GoMega Smoothie Blend,31,7,13.9
1431,1431,Original Citrus Tangy Punch,31,7,3.4
1436,1436,Wild Cherry Juice Drink Blend Pouches,98,7,9.3
1439,1439,Sparkling Probiotic Pomegranate Drink,31,7,8.4
1442,1442,Sea Salt Caramel Iced Coffee,26,7,6.7
1455,1455,Firm Pesto Tofu,14,20,12.6
1457,1457,Banana Protein Kefir Nonfat Cultured Milk Smoothie Probiotic,31,7,12.6
1466,1466,Blended Breakfast Strawberry+Banana+Chia+Ancient Grains Superfood Smoothie,31,7,5.3
1479,1479,Jalapeno Dip,67,20,10.9
1495,1495,Green Tea Triple Echinacea Tea Bags,94,7,9.5
1505,1505,Zero Calorie Fruit Punch Sports Drink,64,7,3.3
1518,1518,Greens & Apple Organic Juice Blend,31,7,7.5
1533,1533,Organic 100% Juice Variety,98,7,12.9
1534,1534,10 Calorie Ginger Ale,77,7,3.2
1558,1558,Beef Empanadas,13,20,8.8
1566,1566,Forty Spices Hummus,67,20,4.9
1569,1569,Cold Shredded Chicken,13,20,13.8
1576,1576,Cafe Domingo Coffee K-Cups,26,7,7.3
1581,1581,Iced Tea with Lemon Flavor,94,7,6.3
1582,1582,Turkey Pepperoni Slices,96,20,4.7
1593,1593,Scotch Reserve Scottish Smoked Salmon,39,12,10.6
1595,1595,Tradtional Hot Chocolate Mix,90,7,14.4
1600,1600,Mediterranean Orzo Salad,1,20,12.8
1628,1628,Orange Blossom Water,115,7,5.5
1639,1639,Green Machine,31,7,8.6
1645,1645,Creamed Corn,13,20,13.3
1646,1646,Smoked Ham Style Deli Slices,14,20,7.3
1673,1673,Free Ride Hibiscus Brew Craft Brewed Kombucha,94,7,4.8
1690,1690,Platinum Merlot,28,5,8.5
1695,1695,Major Dickason's Blend Ground Coffee Dark Roast,26,7,10.8
1698,1698,Chick Pea Salad,67,20,12.6
1699,1699,Jumilla Red Wine,28,5,12.1
1710,1710,Kombucha Gingerade,31,7,12.2
1717,1717,Very Dry Sherry,28,5,9.6
1755,1755,Dark Morning Joe Ground Coffee,26,7,6.6
1759,1759,Green Tea With Peach Tea Bags,94,7,13.5
1761,1761,Dry Gerwurztraminer,62,5,12.7
1767,1767,Green with Citrus,94,7,2.8
1786,1786,Cafe Carmelita Medium Roast Organic Coffee Beans,26,7,11.5
1793,1793,"Citrus Beverage, Sparkling, with Natural Pulp",77,7,9.5
1795,1795,Hot Roasted Green Salsa,67,20,11.1
1805,1805,Organic Lemon Agave Ginger Super Juice,98,7,12.2
1806,1806,Strawberry Unsweetened Soft Drink Mix,90,7,4.9
1808,1808,Champagne,134,5,4.4
1814,1814,Austin's Own Goodflow Honey Green Tea,94,7,8.8
1816,1816,Outrageous Ginger Ale,77,7,4.7
1825,1825,Via Instant Ready Brew Pike Place Coffee,26,7,4.2
1831,1831,Peach-Pear Sparkling Water,115,7,11.5
1835,1835,Caffeine Free Diet,77,7,11.7
1837,1837,Original Low Pulp Orange Juice,31,7,9.3
1857,1857,Melon Liqueur,124,5,8.2
1863,1863,Sparkling Lemon Ginger Black Tea,94,7,8.1
1873,1873,Chocolate Protein Plus Smoothie,31,7,2.4
1877,1877,"Juice Blend, Mega Antioxidant",98,7,6.3
1891,1891,Instant Coffee,26,7,1.5
1896,1896,Organic Sensible Sipper Apple Juice,98,7,2.1
1898,1898,Organic Sweet Tea,94,7,7.3
1916,1916,Merlot Wine,28,5,13.7
1918,1918,Original Medium Roast Coffee,26,7,7.0
1919,1919,Diet Mountain Zevia Soda,77,7,11.5
1922,1922,Organic Super Hemp Hummus,67,20,6.3
1927,1927,Cool Brew Peach Black Iced Tea,94,7,13.3
1932,1932,Soy Chorizo Vegetarian,106,12,23.8
1936,1936,"Diet Tangerine Lime Premium Soda, Zero Calories, Sugar Free, No Caffeine",77,7,12.7
1938,1938,Beef Stew Meat,122,12,10.5
1943,1943,Mango Premium Nectar,31,7,14.4
1944,1944,Natural Choice Uncured Hard Salami Gluten Free,106,12,17.8
1946,1946,Natural Brown Cone Style Coffee Filters #4,26,7,3.5
1948,1948,Strawberry Twist Juice Drink,98,7,14.6
1951,1951,La Cubana Meal,13,20,14.4
1952,1952,Pure Leaf Tea Unsweetened,94,7,5.3
1963,1963,Organic Pregnancy Tea,94,7,1.0
1971,1971,Plum Jasmine Water,115,7,8.8
1983,1983,Pure Coconut Water with Tropical Fruit,98,7,9.1
1984,1984,Splash Cooler,98,7,2.4
1987,1987,Blackberry Lemonade,31,7,1.9
1988,1988,Original Sparkling Spring Water,115,7,2.9
1991,1991,Organic Lemonade Fruit Juice Drink,98,7,8.8
1992,1992,Beef (101445) Summer Sausage,106,12,24.5
1996,1996,"Soda, Cucumber",77,7,11.6
1998,1998,Unsweet Peach Sparkling Water,115,7,13.1
2005,2005,Fresh Ground Turkey Breast,35,12,22.5
2019,2019,Sparkling Grapefruit Seltzer,115,7,8.6
2022,2022,Brut Cuvee Sparkling Champagne,134,5,1.4
2025,2025,Special Bitter Premium Ale,27,5,13.0
2037,2037,O.Rosehip Hibiscus Tea,94,7,3.5
2038,2038,Green Tea with Ginseng and Honey,94,7,1.7
2045,2045,Multigrain Sandwich,13,20,11.6
2049,2049,Malbec Mendoza,28,5,13.3
2054,2054,Belgium Beer,27,5,5.0
2076,2076,Honey Smoked Sliced Turkey Breast,96,20,7.9
2079,2079,Hommus Garlic Lovers,67,20,8.6
2083,2083,Lux German Style Lager,27,5,3.1
2092,2092,Bengal Spice Herbal Tea,94,7,3.1
2094,2094,"Skin DeTox, Tea Bags",94,7,5.7
2106,2106,Earl Grey Decaffeinated Black Tea,94,7,5.6
2111,2111,Organic Cappuccino Protein Shake,64,7,6.6
2120,2120,Sauvignon Blanc,62,5,13.7
2128,2128,Authentic Recipe Guacamole,67,20,2.8
2129,2129,Sports Drink Tropical Infusion,64,7,11.8
2139,2139,Ruination Double India Pale Ale,27,5,9.3
2141,2141,Micro Brewed Cream Soda,77,7,13.5
2142,2142,Gourmet French Roast Ground Coffee,26,7,5.0
2149,2149,Organic Vanilla Nut Herbal Coffee Alternative,26,7,7.1
2150,2150,"Sauvignon Blanc, Mendocino, 2007",62,5,15.0
2158,2158,#2 Cone White Coffee Filters,26,7,5.7
2160,2160,Hard Cider Apple Ginger,27,5,4.0
2166,2166,Roarin' Waters Berry Flavored Water Beverage,98,7,2.2
2168,2168,Naked Pineapple Kale Coconut Water,98,7,1.5
2175,2175,Rich Chocolate Hot Cocoa Mix,90,7,9.8
2182,2182,Angus Beef Hot Dogs,106,12,10.7
2194,2194,Liquorice And Peppermint Tea Bags,94,7,10.0
2197,2197,Sparkling Pink Lemonade,77,7,2.5
2207,2207,Livewire Soda,77,7,4.9
2216,2216,California Champagne,134,5,1.8
2221,2221,Single & Sparkling Natural Mineral Water,115,7,2.1
2234,2234,Lunchables Ham & Cheddar with Cracker Stackers,96,20,7.5
2235,2235,Peach Mango Green Tea Drink Mix,90,7,7.5
2242,2242,Organic Ginger Lemonade,94,7,5.9
2244,2244,Seasonal Flavor Rotation Hummus,67,20,4.3
2249,2249,Powdered Grape Drink Mix,90,7,4.9
2251,2251,Ruby Port,134,5,8.5
2264,2264,Milk Thistle Super Herb Tea,94,7,13.5
2268,2268,Cider and Spice Juice,98,7,14.9
2278,2278,Old No 7 Tennessee Whiskey,124,5,11.0
2285,2285,Vegan Hot Chocolate,90,7,2.2
2286,2286,Cream Cheese With Jalapeño,67,20,4.0
2288,2288,Real Coco Aloe Vera Drink,98,7,13.9
2294,2294,Apricot Nectar,98,7,9.9
2301,2301,Beef Loin Porterhouse Steak,122,12,8.9
2310,2310,Perfecto,67,20,14.6
2311,2311,Essential Greens with Lime Vegetable and Fruit Juice Blend,31,7,13.1
2318,2318,Japanese Organic Kukicha Twig Tea,94,7,2.5
2323,2323,Rich Chocolate Flavored Milk Mix,90,7,6.5
2333,2333,Organic Cranberry Juice 100%,98,7,10.3
2342,2342,Salted Caramel Coffee,26,7,5.5
2344,2344,Organic SprouTofu Savory Baked Tofu,14,20,6.9
2347,2347,Premium Mo' Beta Fruit Smoothie Blend,31,7,12.5
2348,2348,Dandelion Caramel Nut Herbal Coffee,26,7,13.4
2360,2360,Lorraine Quiche,13,20,7.4
2373,2373,Blueberry B Juice Smoothie,31,7,5.5
2386,2386,Passion Orange Guava Juice,31,7,4.4
2387,2387,Pinot Noir Monterey,28,5,14.1
2406,2406,Pure Zero,64,7,8.6
2414,2414,Brisk Lemon Iced Tea,94,7,11.5
2419,2419,Bristol Cream Sherry,28,5,2.6
2426,2426,Roasted Green Chile & Jack Cheese Tamales,13,20,8.0
2427,2427,Blueberry Lemonade Liquid Water Enhancer,90,7,11.8
2428,2428,Half Time Turkey Breast & American Cheese,96,20,4.4
2431,2431,Organic Spicy Lemonade Juice Drink,31,7,7.8
2457,2457,Variety Tea,94,7,14.3
2462,2462,Rainbow Trout Fillet,39,12,14.9
2464,2464,Kale Apple Greens,31,7,7.8
2468,2468,Organic Hibiscus Herbal Tea Bags,94,7,5.4
2479,2479,Classic Coca Cola,77,7,4.5
2485,2485,"Tea, Mental Focus, Bags",94,7,1.9
2488,2488,Spicy Guacamole,67,20,13.7
2493,2493,Wild Cherry Drink,98,7,11.0
2496,2496,Bockwurst,106,12,21.5
2500,2500,Cava,134,5,10.3
2503,2503,Usda Prime Beef Top Sirloin Steak,122,12,23.8
2509,2509,Tulsi Holy Basil Sweet Rose Infusion Bags 18 Count,94,7,1.5
2530,2530,Pink Lemonade Unsweetened Soft Drink Mix,90,7,9.6
2531,2531,Organic Tamayokucha Whole Leaf Green Tea Sachets,94,7,9.0
2533,2533,Sparkling Apple-Grape Organic 100% Juice,98,7,8.7
2539,2539,Original Potato Salad,1,20,2.8
2544,2544,Zero Calorie Creamy Root Beer Stevia Soda,77,7,13.6
2552,2552,Organic Raw Pomegranate Kombucha,94,7,4.0
2558,2558,Organic & Fair Trade Green Tea with Jasmine Bags,94,7,12.5
2559,2559,Crisp Apple Sparkling Water,115,7,8.8
2564,2564,100% Tomato Juice,98,7,10.3
2565,2565,Guacamole Spicy,67,20,12.4
2570,2570,Joint Comfort Tea,94,7,12.6
2579,2579,Organic Freeze Dried Instant Decaf Coffee,26,7,14.2
2582,2582,Soda Ginger Ale,77,7,5.6
2583,2583,Artichoke & Jalapeno Dip,67,20,11.7
2590,2590,Grand Brut Champagne,134,5,3.1
2598,2598,Maui Cooler Big Pouch Juice Drink,98,7,6.9
2601,2601,Lean Boiled Ham,96,20,14.6
2620,2620,Milk Stout,27,5,8.6
2628,2628,Traditional Original Amber Lager,27,5,1.7
2629,2629,Iced Tea with Raspberry Flavor,94,7,10.7
2635,2635,Ginger Brew Caffeine Free,77,7,2.4
2659,2659,Cod Fillet,39,12,10.2
2669,2669,Roasted Dandelion Spice Detox Tea,94,7,11.7
2675,2675,Pale Ale,27,5,1.9
2677,2677,Yerba Mate Sparkling Classic Gold,94,7,11.8
2694,2694,Superberry Kombucha,31,7,5.1
2697,2697,Mendocino Chardonnay,62,5,12.8
2698,2698,Hazelnut K Cups,26,7,4.5
2700,2700,Cold Brew  Iced Coffee Concentrate Bean Bags,26,7,6.0
2717,2717,Mango Sparkling Water,115,7,9.2
2728,2728,Originale Amaretto,124,5,10.1
2735,2735,Pork Loin Back Ribs,7,12,20.9
2758,2758,Black Forest Ham Vacuum Pack,96,20,3.0
2763,2763,Uncured Hickory Smoked Bacon,106,12,20.0
2765,2765,Ginger Citrus Guayusa Tea,94,7,10.9
2790,2790,Organic Chicory Cold Brew Coffee,26,7,5.9
2791,2791,Organic SprouTofu Hickory BBQ Smoked Tofu,14,20,9.2
2802,2802,"Get Up, Stand Up K-Cup Pods Light Roast Coffee Mild, Bright, Floral",26,7,5.7
2807,2807,Honey Garlic Marinated Grilled Flank Steak,13,20,1.8
2821,2821,Tuna Steaks,15,12,9.2
2824,2824,Pressed Bold Beet Juice,98,7,1.8
2825,2825,Organic Original Hommus,67,20,3.2
2830,2830,Sparkling Spring Water,115,7,5.0
2839,2839,Original Slices Pepperoni,96,20,13.8
2848,2848,Strawberry Orange Banana Drink Mix,90,7,6.6
2849,2849,Ground Sirloin,7,12,10.1
2858,2858,Fully Cooked Bacon 15 Slices,106,12,10.3
2863,2863,Organic Mango Nectar Juice,98,7,8.2
2867,2867,Fruitwater Sparkling Lemon Lime,98,7,13.7
2870,2870,"Clean Energy Drink, Lemon Lemongrass",94,7,8.4
2871,2871,White Chocolate Caramel Cappuccino,26,7,8.4
2876,2876,vitaminwater® XXX Acai Blueberry Pomegranate,64,7,13.9
2879,2879,Bourboncito Coffee,26,7,5.2
2883,2883,Spicy Jalapeño Chicken Sausage,106,12,11.0
2885,2885,Organic Sweet Basil And Roasted Garlic Smoked Sausage,106,12,15.2
2889,2889,Cornish Game Hen,49,12,16.6
2903,2903,Sweet Red,28,5,13.1
2913,2913,Mango Tango Fruit Smoothie Blend,31,7,2.4
2924,2924,Kalamata Olive Tapenade with Sundried Tomato,67,20,9.6
2928,2928,Bean and Cheese Gorditas,13,20,14.3
2930,2930,Classic Malt Mix,90,7,10.9
2941,2941,Broccoli Salad,1,20,8.0
2947,2947,"Tea, Woman's Moon Cycle, Caffeine Free, Bags",94,7,5.9
2955,2955,Hummus Easy Southwest Black Beans,67,20,1.2
2960,2960,Naturally Smoked Sliced Bacon,106,12,9.6
2966,2966,Pure Coconut Water,98,7,8.1
2971,2971,Mandarin Orange Essence Sparkling Natural Spring Water,115,7,8.3
2974,2974,Regular,77,7,4.5
2977,2977,Original 100% Orange Juice with Calcium & Vitamin D,31,7,13.1
2985,2985,Organic Turmeric Tonic Juice,98,7,12.2
2987,2987,with a Splash of Pineapple Coconut Water,98,7,4.2
2989,2989,Sweet Marsala,134,5,2.5
2997,2997,Keurig Medium Roast Lively Colombian Coffee K Cups,26,7,4.4
3003,3003,Ale Premier,27,5,1.6
3008,3008,Clara Beer,27,5,1.9
3031,3031,100% Colombian Medium Roast K-Cup Packs Arabica Coffee,26,7,3.0
3038,3038,Premium Malt Beverage,27,5,9.8
3039,3039,Wild Cherry Cola,77,7,11.8
3042,3042,S. Pellegrino Sparkling Natural Mineral Water,115,7,2.6
